BBA: <1,10>; 
EST: <5,9>; 
ESW: <5,2>; 
ESV: <5,1>; 
ESY: <5,4>; 
ESX: <5,3>; 
ETB: <5,6>; 
ETA: <5,5>; 
ETD: <5,8>; 
ETC: <5,7>; 
ETF: <5,10>; 
ETE: <5,9>; 
ETH: <5,2>; 
ETG: <5,1>; 
ETJ: <5,4>; 
ETI: <5,3>; 
ETL: <5,6>; 
ETK: <5,5>; 
ETN: <5,8>; 
ETM: <5,7>; 
ETP: <5,10>; 
ETO: <5,9>; 
ETR: <5,2>; 
ETQ: <5,1>; 
ETT: <5,4>; 
ETS: <5,3>; 
ETV: <5,6>; 
ETU: <5,5>; 
ETX: <5,8>; 
ETW: <5,7>; 
ETY: <5,9>; 
EUA: <5,10>; 
EUC: <6,2>; 
EUB: <6,1>; 
EUE: <6,4>; 
EUD: <6,3>; 
EUG: <6,6>; 
EUF: <6,5>; 
EUI: <6,8>; 
EUH: <6,7>; 
EUK: <6,10>; 
EUJ: <6,9>; 
EUM: <6,2>; 
EUL: <6,1>; 
EUO: <6,4>; 
EUN: <6,3>; 
EUQ: <6,6>; 
EUP: <6,5>; 
EUS: <6,8>; 
EUR: <6,7>; 
EUU: <6,10>; 
EUT: <6,9>; 
EUW: <6,2>; 
EUV: <6,1>; 
EUY: <6,4>; 
EUX: <6,3>; 
EVB: <6,6>; 
EVA: <6,5>; 
EVD: <6,8>; 
EVC: <6,7>; 
EVF: <6,10>; 
EVE: <6,9>; 
EVH: <6,2>; 
EVG: <6,1>; 
EVJ: <6,4>; 
EVI: <6,3>; 
EVL: <6,6>; 
EVK: <6,5>; 
EVN: <6,8>; 
EVM: <6,7>; 
EVP: <6,10>; 
EVO: <6,9>; 
EVR: <6,2>; 
EVQ: <6,1>; 
EVT: <6,4>; 
EVS: <6,3>; 
EVV: <6,6>; 
EVU: <6,5>; 
EVX: <6,8>; 
EVW: <6,7>; 
EVY: <6,9>; 
EWA: <6,10>; 
EWC: <6,2>; 
EWB: <6,1>; 
EWE: <6,4>; 
EWD: <6,3>; 
EWG: <6,6>; 
EWF: <6,5>; 
EWI: <6,8>; 
EWH: <6,7>; 
EWK: <6,10>; 
EWJ: <6,9>; 
EWM: <6,2>; 
EWL: <6,1>; 
EWO: <6,4>; 
EWN: <6,3>; 
EWQ: <6,6>; 
EWP: <6,5>; 
EWS: <6,8>; 
EWR: <6,7>; 
EWU: <6,10>; 
EWT: <6,9>; 
EWW: <6,2>; 
EWV: <6,1>; 
EWY: <6,4>; 
EWX: <6,3>; 
EXB: <6,6>; 
EXA: <6,5>; 
EXD: <6,8>; 
EXC: <6,7>; 
EXF: <6,10>; 
EXE: <6,9>; 
EXH: <6,2>; 
EXG: <6,1>; 
EXJ: <6,4>; 
EXI: <6,3>; 
EXL: <6,6>; 
EXK: <6,5>; 
EXN: <6,8>; 
EXM: <6,7>; 
EXP: <6,10>; 
EXO: <6,9>; 
EXR: <6,2>; 
EXQ: <6,1>; 
EXT: <6,4>; 
EXS: <6,3>; 
EXV: <6,6>; 
EXU: <6,5>; 
EXX: <6,8>; 
EXW: <6,7>; 
EXY: <6,9>; 
EYA: <6,10>; 
EYC: <6,2>; 
EYB: <6,1>; 
EYE: <6,4>; 
EYD: <6,3>; 
EYG: <6,6>; 
EYF: <6,5>; 
EYI: <6,8>; 
EYH: <6,7>; 
EYK: <6,10>; 
EYJ: <6,9>; 
EYM: <6,2>; 
EYL: <6,1>; 
EYO: <6,4>; 
EYN: <6,3>; 
EYQ: <6,6>; 
EYP: <6,5>; 
EYS: <6,8>; 
EYR: <6,7>; 
EYU: <6,10>; 
EYT: <6,9>; 
EYW: <6,2>; 
EYV: <6,1>; 
EYY: <6,4>; 
EYX: <6,3>; 
FAB: <6,6>; 
FAA: <6,5>; 
FAD: <6,8>; 
FAC: <6,7>; 
FAF: <6,10>; 
FAE: <6,9>; 
FAH: <6,2>; 
FAG: <6,1>; 
FAJ: <6,4>; 
FAI: <6,3>; 
FAL: <6,6>; 
FAK: <6,5>; 
FAN: <6,8>; 
FAM: <6,7>; 
FAP: <6,10>; 
FAO: <6,9>; 
FAR: <6,2>; 
FAQ: <6,1>; 
FAT: <6,4>; 
FAS: <6,3>; 
FAV: <6,6>; 
FAU: <6,5>; 
FAX: <6,8>; 
FAW: <6,7>; 
FAY: <6,9>; 
FBA: <6,10>; 
FBC: <6,2>; 
FBB: <6,1>; 
FBE: <6,4>; 
FBD: <6,3>; 
FBG: <6,6>; 
FBF: <6,5>; 
FBI: <6,8>; 
FBH: <6,7>; 
FBK: <6,10>; 
FBJ: <6,9>; 
FBM: <6,2>; 
FBL: <6,1>; 
FBO: <6,4>; 
FBN: <6,3>; 
FBQ: <6,6>; 
FBP: <6,5>; 
FBS: <6,8>; 
FBR: <6,7>; 
FBU: <6,10>; 
FBT: <6,9>; 
FBW: <6,2>; 
FBV: <6,1>; 
FBY: <6,4>; 
FBX: <6,3>; 
FCB: <6,6>; 
FCA: <6,5>; 
FCD: <6,8>; 
FCC: <6,7>; 
FCF: <6,10>; 
FCE: <6,9>; 
FCH: <6,2>; 
FCG: <6,1>; 
FCJ: <6,4>; 
FCI: <6,3>; 
FCL: <6,6>; 
FCK: <6,5>; 
FCN: <6,8>; 
FCM: <6,7>; 
FCP: <6,10>; 
FCO: <6,9>; 
FCR: <6,2>; 
FCQ: <6,1>; 
FCT: <6,4>; 
FCS: <6,3>; 
FCV: <6,6>; 
FCU: <6,5>; 
FCX: <6,8>; 
FCW: <6,7>; 
FCY: <6,9>; 
FDA: <6,10>; 
FDC: <6,2>; 
FDB: <6,1>; 
FDE: <6,4>; 
FDD: <6,3>; 
FDG: <6,6>; 
FDF: <6,5>; 
FDI: <6,8>; 
FDH: <6,7>; 
FDK: <6,10>; 
FDJ: <6,9>; 
FDM: <6,2>; 
FDL: <6,1>; 
FDO: <6,4>; 
FDN: <6,3>; 
FDQ: <6,6>; 
FDP: <6,5>; 
FDS: <6,8>; 
FDR: <6,7>; 
FDU: <6,10>; 
FDT: <6,9>; 
FDW: <6,2>; 
FDV: <6,1>; 
FDY: <6,4>; 
FDX: <6,3>; 
FEB: <6,6>; 
FEA: <6,5>; 
FED: <6,8>; 
FEC: <6,7>; 
FEF: <6,10>; 
FEE: <6,9>; 
FEH: <6,2>; 
FEG: <6,1>; 
FEJ: <6,4>; 
FEI: <6,3>; 
FEL: <6,6>; 
FEK: <6,5>; 
FEN: <6,8>; 
FEM: <6,7>; 
FEP: <6,10>; 
FEO: <6,9>; 
FER: <6,2>; 
FEQ: <6,1>; 
FET: <6,4>; 
FES: <6,3>; 
FEV: <6,6>; 
FEU: <6,5>; 
FEX: <6,8>; 
FEW: <6,7>; 
FEY: <6,9>; 
FFA: <6,10>; 
FFC: <6,2>; 
FFB: <6,1>; 
FFE: <6,4>; 
FFD: <6,3>; 
FFG: <6,6>; 
FFF: <6,5>; 
FFI: <6,8>; 
FFH: <6,7>; 
FFK: <6,10>; 
FFJ: <6,9>; 
FFM: <6,2>; 
FFL: <6,1>; 
FFO: <6,4>; 
FFN: <6,3>; 
FFQ: <6,6>; 
FFP: <6,5>; 
FFS: <6,8>; 
FFR: <6,7>; 
FFU: <6,10>; 
FFT: <6,9>; 
FFW: <6,2>; 
FFV: <6,1>; 
FFY: <6,4>; 
FFX: <6,3>; 
FGB: <6,6>; 
FGA: <6,5>; 
FGD: <6,8>; 
FGC: <6,7>; 
FGF: <6,10>; 
FGE: <6,9>; 
FGH: <6,2>; 
FGG: <6,1>; 
FGJ: <6,4>; 
FGI: <6,3>; 
FGL: <6,6>; 
FGK: <6,5>; 
FGN: <6,8>; 
FGM: <6,7>; 
FGP: <6,10>; 
FGO: <6,9>; 
FGR: <6,2>; 
FGQ: <6,1>; 
FGT: <6,4>; 
FGS: <6,3>; 
FGV: <6,6>; 
FGU: <6,5>; 
FGX: <6,8>; 
FGW: <6,7>; 
FGY: <6,9>; 
FHA: <6,10>; 
FHC: <6,2>; 
FHB: <6,1>; 
FHE: <6,4>; 
FHD: <6,3>; 
FHG: <6,6>; 
FHF: <6,5>; 
FHI: <6,8>; 
FHH: <6,7>; 
FHK: <6,10>; 
FHJ: <6,9>; 
FHM: <6,2>; 
FHL: <6,1>; 
FHO: <6,4>; 
FHN: <6,3>; 
FHQ: <6,6>; 
FHP: <6,5>; 
FHS: <6,8>; 
FHR: <6,7>; 
FHU: <6,10>; 
FHT: <6,9>; 
FHW: <6,2>; 
FHV: <6,1>; 
FHY: <6,4>; 
FHX: <6,3>; 
FIB: <6,6>; 
FIA: <6,5>; 
FID: <6,8>; 
FIC: <6,7>; 
FIF: <6,10>; 
FIE: <6,9>; 
FIH: <6,2>; 
FIG: <6,1>; 
FIJ: <6,4>; 
FII: <6,3>; 
FIL: <6,6>; 
FIK: <6,5>; 
FIN: <6,8>; 
FIM: <6,7>; 
FIP: <6,10>; 
FIO: <6,9>; 
FIR: <6,2>; 
FIQ: <6,1>; 
FIT: <6,4>; 
FIS: <6,3>; 
FIV: <6,6>; 
FIU: <6,5>; 
FIX: <6,8>; 
FIW: <6,7>; 
FIY: <6,9>; 
FJA: <6,10>; 
FJC: <6,2>; 
FJB: <6,1>; 
FJE: <6,4>; 
FJD: <6,3>; 
FJG: <6,6>; 
FJF: <6,5>; 
FJI: <6,8>; 
FJH: <6,7>; 
FJK: <6,10>; 
FJJ: <6,9>; 
FJM: <6,2>; 
FJL: <6,1>; 
FJO: <6,4>; 
FJN: <6,3>; 
FJQ: <6,6>; 
FJP: <6,5>; 
FJS: <6,8>; 
FJR: <6,7>; 
FJU: <6,10>; 
FJT: <6,9>; 
FJW: <6,2>; 
FJV: <6,1>; 
FJY: <6,4>; 
FJX: <6,3>; 
FKB: <6,6>; 
FKA: <6,5>; 
FKD: <6,8>; 
FKC: <6,7>; 
FKF: <6,10>; 
FKE: <6,9>; 
FKH: <6,2>; 
FKG: <6,1>; 
FKJ: <6,4>; 
FKI: <6,3>; 
FKL: <6,6>; 
FKK: <6,5>; 
FKN: <6,8>; 
FKM: <6,7>; 
FKP: <6,10>; 
FKO: <6,9>; 
FKR: <6,2>; 
FKQ: <6,1>; 
FKT: <6,4>; 
FKS: <6,3>; 
FKV: <6,6>; 
FKU: <6,5>; 
FKX: <6,8>; 
FKW: <6,7>; 
FKY: <6,9>; 
FLA: <6,10>; 
FLC: <6,2>; 
FLB: <6,1>; 
FLE: <6,4>; 
FLD: <6,3>; 
FLG: <6,6>; 
FLF: <6,5>; 
FLI: <6,8>; 
FLH: <6,7>; 
FLK: <6,10>; 
FLJ: <6,9>; 
FLM: <6,2>; 
FLL: <6,1>; 
FLO: <6,4>; 
FLN: <6,3>; 
FLQ: <6,6>; 
FLP: <6,5>; 
FLS: <6,8>; 
FLR: <6,7>; 
FLU: <6,10>; 
FLT: <6,9>; 
FLW: <6,2>; 
FLV: <6,1>; 
FLY: <6,4>; 
FLX: <6,3>; 
FMB: <6,6>; 
FMA: <6,5>; 
FMD: <6,8>; 
FMC: <6,7>; 
FMF: <6,10>; 
FME: <6,9>; 
FMH: <6,2>; 
FMG: <6,1>; 
FMJ: <6,4>; 
FMI: <6,3>; 
FML: <6,6>; 
FMK: <6,5>; 
FMN: <6,8>; 
FMM: <6,7>; 
FMP: <6,10>; 
FMO: <6,9>; 
FMR: <6,2>; 
FMQ: <6,1>; 
FMT: <6,4>; 
FMS: <6,3>; 
FMV: <6,6>; 
FMU: <6,5>; 
FMX: <6,8>; 
FMW: <6,7>; 
FMY: <6,9>; 
FNA: <6,10>; 
FNC: <6,2>; 
FNB: <6,1>; 
FNE: <6,4>; 
FND: <6,3>; 
FNG: <6,6>; 
FNF: <6,5>; 
FNI: <6,8>; 
FNH: <6,7>; 
FNK: <6,10>; 
FNJ: <6,9>; 
FNM: <6,2>; 
FNL: <6,1>; 
FNO: <6,4>; 
FNN: <6,3>; 
FNQ: <6,6>; 
FNP: <6,5>; 
FNS: <6,8>; 
FNR: <6,7>; 
FNU: <6,10>; 
FNT: <6,9>; 
FNW: <6,2>; 
FNV: <6,1>; 
FNY: <6,4>; 
FNX: <6,3>; 
FOB: <6,6>; 
FOA: <6,5>; 
FOD: <6,8>; 
FOC: <6,7>; 
FOF: <6,10>; 
FOE: <6,9>; 
FOH: <6,2>; 
FOG: <6,1>; 
FOJ: <6,4>; 
FOI: <6,3>; 
FOL: <6,6>; 
FOK: <6,5>; 
FON: <6,8>; 
FOM: <6,7>; 
FOP: <6,10>; 
FOO: <6,9>; 
FOR: <6,2>; 
FOQ: <6,1>; 
FOT: <6,4>; 
FOS: <6,3>; 
FOV: <6,6>; 
FOU: <6,5>; 
FOX: <6,8>; 
FOW: <6,7>; 
FOY: <6,9>; 
FPA: <6,10>; 
FPC: <7,2>; 
FPB: <7,1>; 
FPE: <7,4>; 
FPD: <7,3>; 
FPG: <7,6>; 
FPF: <7,5>; 
FPI: <7,8>; 
FPH: <7,7>; 
FPK: <7,10>; 
FPJ: <7,9>; 
FPM: <7,2>; 
FPL: <7,1>; 
FPO: <7,4>; 
FPN: <7,3>; 
FPQ: <7,6>; 
FPP: <7,5>; 
FPS: <7,8>; 
FPR: <7,7>; 
FPU: <7,10>; 
FPT: <7,9>; 
FPW: <7,2>; 
FPV: <7,1>; 
FPY: <7,4>; 
FPX: <7,3>; 
FQB: <7,6>; 
FQA: <7,5>; 
FQD: <7,8>; 
FQC: <7,7>; 
FQF: <7,10>; 
FQE: <7,9>; 
FQH: <7,2>; 
FQG: <7,1>; 
FQJ: <7,4>; 
FQI: <7,3>; 
FQL: <7,6>; 
FQK: <7,5>; 
FQN: <7,8>; 
FQM: <7,7>; 
FQP: <7,10>; 
FQO: <7,9>; 
FQR: <7,2>; 
FQQ: <7,1>; 
FQT: <7,4>; 
FQS: <7,3>; 
FQV: <7,6>; 
FQU: <7,5>; 
FQX: <7,8>; 
FQW: <7,7>; 
FQY: <7,9>; 
FRA: <7,10>; 
FRC: <7,2>; 
FRB: <7,1>; 
FRE: <7,4>; 
FRD: <7,3>; 
FRG: <7,6>; 
FRF: <7,5>; 
FRI: <7,8>; 
FRH: <7,7>; 
FRK: <7,10>; 
FRJ: <7,9>; 
FRM: <7,2>; 
FRL: <7,1>; 
FRO: <7,4>; 
FRN: <7,3>; 
FRQ: <7,6>; 
FRP: <7,5>; 
FRS: <7,8>; 
FRR: <7,7>; 
FRU: <7,10>; 
FRT: <7,9>; 
FRW: <7,2>; 
FRV: <7,1>; 
FRY: <7,4>; 
FRX: <7,3>; 
FSB: <7,6>; 
FSA: <7,5>; 
FSD: <7,8>; 
FSC: <7,7>; 
FSF: <7,10>; 
FSE: <7,9>; 
FSH: <7,2>; 
FSG: <7,1>; 
FSJ: <7,4>; 
FSI: <7,3>; 
FSL: <7,6>; 
FSK: <7,5>; 
FSN: <7,8>; 
FSM: <7,7>; 
FSP: <7,10>; 
FSO: <7,9>; 
FSR: <7,2>; 
FSQ: <7,1>; 
FST: <7,4>; 
FSS: <7,3>; 
FSV: <7,6>; 
FSU: <7,5>; 
FSX: <7,8>; 
FSW: <7,7>; 
FSY: <7,9>; 
FTA: <7,10>; 
FTC: <7,2>; 
FTB: <7,1>; 
FTE: <7,4>; 
FTD: <7,3>; 
FTG: <7,6>; 
FTF: <7,5>; 
FTI: <7,8>; 
FTH: <7,7>; 
FTK: <7,10>; 
FTJ: <7,9>; 
FTM: <7,2>; 
FTL: <7,1>; 
FTO: <7,4>; 
FTN: <7,3>; 
FTQ: <7,6>; 
FTP: <7,5>; 
FTS: <7,8>; 
FTR: <7,7>; 
FTU: <7,10>; 
FTT: <7,9>; 
FTW: <7,2>; 
FTV: <7,1>; 
FTY: <7,4>; 
FTX: <7,3>; 
FUB: <7,6>; 
FUA: <7,5>; 
FUD: <7,8>; 
FUC: <7,7>; 
FUF: <7,10>; 
FUE: <7,9>; 
FUH: <7,2>; 
FUG: <7,1>; 
FUJ: <7,4>; 
FUI: <7,3>; 
FUL: <7,6>; 
FUK: <7,5>; 
FUN: <7,8>; 
FUM: <7,7>; 
FUP: <7,10>; 
FUO: <7,9>; 
FUR: <7,2>; 
FUQ: <7,1>; 
FUT: <7,4>; 
FUS: <7,3>; 
FUV: <7,6>; 
FUU: <7,5>; 
FUX: <7,8>; 
FUW: <7,7>; 
FUY: <7,9>; 
FVA: <7,10>; 
FVC: <7,2>; 
FVB: <7,1>; 
FVE: <7,4>; 
FVD: <7,3>; 
FVG: <7,6>; 
FVF: <7,5>; 
FVI: <7,8>; 
FVH: <7,7>; 
FVK: <7,10>; 
FVJ: <7,9>; 
FVM: <7,2>; 
FVL: <7,1>; 
FVO: <7,4>; 
FVN: <7,3>; 
FVQ: <7,6>; 
FVP: <7,5>; 
FVS: <7,8>; 
FVR: <7,7>; 
FVU: <7,10>; 
FVT: <7,9>; 
FVW: <7,2>; 
FVV: <7,1>; 
FVY: <7,4>; 
FVX: <7,3>; 
FWB: <7,6>; 
FWA: <7,5>; 
FWD: <7,8>; 
FWC: <7,7>; 
FWF: <7,10>; 
FWE: <7,9>; 
FWH: <7,2>; 
FWG: <7,1>; 
FWJ: <7,4>; 
FWI: <7,3>; 
FWL: <7,6>; 
FWK: <7,5>; 
FWN: <7,8>; 
FWM: <7,7>; 
FWP: <7,10>; 
FWO: <7,9>; 
FWR: <7,2>; 
FWQ: <7,1>; 
FWT: <7,4>; 
FWS: <7,3>; 
FWV: <7,6>; 
FWU: <7,5>; 
FWX: <7,8>; 
FWW: <7,7>; 
FWY: <7,9>; 
FXA: <7,10>; 
FXC: <7,2>; 
FXB: <7,1>; 
FXE: <7,4>; 
FXD: <7,3>; 
FXG: <7,6>; 
FXF: <7,5>; 
FXI: <7,8>; 
FXH: <7,7>; 
FXK: <7,10>; 
FXJ: <7,9>; 
FXM: <7,2>; 
FXL: <7,1>; 
FXO: <7,4>; 
FXN: <7,3>; 
FXQ: <7,6>; 
FXP: <7,5>; 
FXS: <7,8>; 
FXR: <7,7>; 
FXU: <7,10>; 
FXT: <7,9>; 
FXW: <7,2>; 
FXV: <7,1>; 
FXY: <7,4>; 
FXX: <7,3>; 
FYB: <7,6>; 
FYA: <7,5>; 
FYD: <7,8>; 
FYC: <7,7>; 
FYF: <7,10>; 
FYE: <7,9>; 
FYH: <7,2>; 
FYG: <7,1>; 
FYJ: <7,4>; 
FYI: <7,3>; 
FYL: <7,6>; 
FYK: <7,5>; 
FYN: <7,8>; 
FYM: <7,7>; 
FYP: <7,10>; 
FYO: <7,9>; 
FYR: <7,2>; 
FYQ: <7,1>; 
FYT: <7,4>; 
FYS: <7,3>; 
FYV: <7,6>; 
FYU: <7,5>; 
FYX: <7,8>; 
FYW: <7,7>; 
FYY: <7,9>; 
GAA: <7,10>; 
GAC: <7,2>; 
GAB: <7,1>; 
GAE: <7,4>; 
GAD: <7,3>; 
GAG: <7,6>; 
GAF: <7,5>; 
GAI: <7,8>; 
GAH: <7,7>; 
GAK: <7,10>; 
GAJ: <7,9>; 
GAM: <7,2>; 
GAL: <7,1>; 
GAO: <7,4>; 
GAN: <7,3>; 
GAQ: <7,6>; 
GAP: <7,5>; 
GAS: <7,8>; 
GAR: <7,7>; 
GAU: <7,10>; 
GAT: <7,9>; 
GAW: <7,2>; 
GAV: <7,1>; 
GAY: <7,4>; 
GAX: <7,3>; 
GBB: <7,6>; 
GBA: <7,5>; 
GBD: <7,8>; 
GBC: <7,7>; 
GBF: <7,10>; 
GBE: <7,9>; 
GBH: <7,2>; 
GBG: <7,1>; 
GBJ: <7,4>; 
GBI: <7,3>; 
GBL: <7,6>; 
GBK: <7,5>; 
GBN: <7,8>; 
GBM: <7,7>; 
GBP: <7,10>; 
GBO: <7,9>; 
GBR: <7,2>; 
GBQ: <7,1>; 
GBT: <7,4>; 
GBS: <7,3>; 
GBV: <7,6>; 
GBU: <7,5>; 
GBX: <7,8>; 
GBW: <7,7>; 
GBY: <7,9>; 
GCA: <7,10>; 
GCC: <7,2>; 
GCB: <7,1>; 
GCE: <7,4>; 
GCD: <7,3>; 
GCG: <7,6>; 
GCF: <7,5>; 
GCI: <7,8>; 
GCH: <7,7>; 
GCK: <7,10>; 
GCJ: <7,9>; 
GCM: <7,2>; 
GCL: <7,1>; 
GCO: <7,4>; 
GCN: <7,3>; 
GCQ: <7,6>; 
GCP: <7,5>; 
GCS: <7,8>; 
GCR: <7,7>; 
GCU: <7,10>; 
GCT: <7,9>; 
GCW: <7,2>; 
GCV: <7,1>; 
GCY: <7,4>; 
GCX: <7,3>; 
GDB: <7,6>; 
GDA: <7,5>; 
GDD: <7,8>; 
GDC: <7,7>; 
GDF: <7,10>; 
GDE: <7,9>; 
GDH: <7,2>; 
GDG: <7,1>; 
GDJ: <7,4>; 
GDI: <7,3>; 
GDL: <7,6>; 
GDK: <7,5>; 
GDN: <7,8>; 
GDM: <7,7>; 
GDP: <7,10>; 
GDO: <7,9>; 
GDR: <7,2>; 
GDQ: <7,1>; 
GDT: <7,4>; 
GDS: <7,3>; 
GDV: <7,6>; 
GDU: <7,5>; 
GDX: <7,8>; 
GDW: <7,7>; 
GDY: <7,9>; 
GEA: <7,10>; 
GEC: <7,2>; 
GEB: <7,1>; 
GEE: <7,4>; 
GED: <7,3>; 
GEG: <7,6>; 
GEF: <7,5>; 
GEI: <7,8>; 
GEH: <7,7>; 
GEK: <7,10>; 
GEJ: <7,9>; 
GEM: <7,2>; 
GEL: <7,1>; 
GEO: <7,4>; 
GEN: <7,3>; 
GEQ: <7,6>; 
GEP: <7,5>; 
GES: <7,8>; 
GER: <7,7>; 
GEU: <7,10>; 
GET: <7,9>; 
GEW: <7,2>; 
GEV: <7,1>; 
GEY: <7,4>; 
GEX: <7,3>; 
GFB: <7,6>; 
GFA: <7,5>; 
GFD: <7,8>; 
GFC: <7,7>; 
GFF: <7,10>; 
GFE: <7,9>; 
GFH: <7,2>; 
GFG: <7,1>; 
GFJ: <7,4>; 
GFI: <7,3>; 
GFL: <7,6>; 
GFK: <7,5>; 
GFN: <7,8>; 
GFM: <7,7>; 
GFP: <7,10>; 
GFO: <7,9>; 
GFR: <7,2>; 
GFQ: <7,1>; 
GFT: <7,4>; 
GFS: <7,3>; 
GFV: <7,6>; 
GFU: <7,5>; 
GFX: <7,8>; 
GFW: <7,7>; 
GFY: <7,9>; 
GGA: <7,10>; 
GGC: <7,2>; 
GGB: <7,1>; 
GGE: <7,4>; 
GGD: <7,3>; 
GGG: <7,6>; 
GGF: <7,5>; 
GGI: <7,8>; 
GGH: <7,7>; 
GGK: <7,10>; 
GGJ: <7,9>; 
GGM: <7,2>; 
GGL: <7,1>; 
GGO: <7,4>; 
GGN: <7,3>; 
GGQ: <7,6>; 
GGP: <7,5>; 
GGS: <7,8>; 
GGR: <7,7>; 
GGU: <7,10>; 
GGT: <7,9>; 
GGW: <7,2>; 
GGV: <7,1>; 
GGY: <7,4>; 
GGX: <7,3>; 
GHB: <7,6>; 
GHA: <7,5>; 
GHD: <7,8>; 
GHC: <7,7>; 
GHF: <7,10>; 
GHE: <7,9>; 
GHH: <7,2>; 
GHG: <7,1>; 
GHJ: <7,4>; 
GHI: <7,3>; 
GHL: <7,6>; 
GHK: <7,5>; 
GHN: <7,8>; 
GHM: <7,7>; 
GHP: <7,10>; 
GHO: <7,9>; 
GHR: <7,2>; 
GHQ: <7,1>; 
GHT: <7,4>; 
GHS: <7,3>; 
GHV: <7,6>; 
GHU: <7,5>; 
GHX: <7,8>; 
GHW: <7,7>; 
GHY: <7,9>; 
GIA: <7,10>; 
GIC: <7,2>; 
GIB: <7,1>; 
GIE: <7,4>; 
GID: <7,3>; 
GIG: <7,6>; 
GIF: <7,5>; 
GII: <7,8>; 
GIH: <7,7>; 
GIK: <7,10>; 
GIJ: <7,9>; 
GIM: <7,2>; 
GIL: <7,1>; 
GIO: <7,4>; 
GIN: <7,3>; 
GIQ: <7,6>; 
GIP: <7,5>; 
GIS: <7,8>; 
GIR: <7,7>; 
GIU: <7,10>; 
GIT: <7,9>; 
GIW: <7,2>; 
GIV: <7,1>; 
GIY: <7,4>; 
GIX: <7,3>; 
GJB: <7,6>; 
GJA: <7,5>; 
GJD: <7,8>; 
GJC: <7,7>; 
GJF: <7,10>; 
GJE: <7,9>; 
GJH: <7,2>; 
GJG: <7,1>; 
GJJ: <7,4>; 
GJI: <7,3>; 
GJL: <7,6>; 
GJK: <7,5>; 
GJN: <7,8>; 
GJM: <7,7>; 
GJP: <7,10>; 
GJO: <7,9>; 
GJR: <7,2>; 
GJQ: <7,1>; 
GJT: <7,4>; 
GJS: <7,3>; 
GJV: <7,6>; 
GJU: <7,5>; 
GJX: <7,8>; 
GJW: <7,7>; 
GJY: <7,9>; 
GKA: <7,10>; 
GKC: <8,2>; 
GKB: <8,1>; 
GKE: <8,4>; 
GKD: <8,3>; 
GKG: <8,6>; 
GKF: <8,5>; 
GKI: <8,8>; 
GKH: <8,7>; 
GKK: <8,10>; 
GKJ: <8,9>; 
GKM: <8,2>; 
GKL: <8,1>; 
GKO: <8,4>; 
GKN: <8,3>; 
GKQ: <8,6>; 
GKP: <8,5>; 
GKS: <8,8>; 
GKR: <8,7>; 
GKU: <8,10>; 
GKT: <8,9>; 
GKW: <8,2>; 
GKV: <8,1>; 
GKY: <8,4>; 
GKX: <8,3>; 
GLB: <8,6>; 
GLA: <8,5>; 
GLD: <8,8>; 
GLC: <8,7>; 
GLF: <8,10>; 
GLE: <8,9>; 
GLH: <8,2>; 
GLG: <8,1>; 
GLJ: <8,4>; 
GLI: <8,3>; 
GLL: <8,6>; 
GLK: <8,5>; 
GLN: <8,8>; 
GLM: <8,7>; 
GLP: <8,10>; 
GLO: <8,9>; 
GLR: <8,2>; 
GLQ: <8,1>; 
GLT: <8,4>; 
GLS: <8,3>; 
GLV: <8,6>; 
GLU: <8,5>; 
GLX: <8,8>; 
GLW: <8,7>; 
GLY: <8,9>; 
GMA: <8,10>; 
GMC: <8,2>; 
GMB: <8,1>; 
GME: <8,4>; 
GMD: <8,3>; 
GMG: <8,6>; 
GMF: <8,5>; 
GMI: <8,8>; 
GMH: <8,7>; 
GMK: <8,10>; 
GMJ: <8,9>; 
GMM: <8,2>; 
GML: <8,1>; 
GMO: <8,4>; 
GMN: <8,3>; 
GMQ: <8,6>; 
GMP: <8,5>; 
GMS: <8,8>; 
GMR: <8,7>; 
GMU: <8,10>; 
GMT: <8,9>; 
GMW: <8,2>; 
GMV: <8,1>; 
GMY: <8,4>; 
GMX: <8,3>; 
GNB: <8,6>; 
GNA: <8,5>; 
GND: <8,8>; 
GNC: <8,7>; 
GNF: <8,10>; 
GNE: <8,9>; 
GNH: <8,2>; 
GNG: <8,1>; 
GNJ: <8,4>; 
GNI: <8,3>; 
GNL: <8,6>; 
GNK: <8,5>; 
GNN: <8,8>; 
GNM: <8,7>; 
GNP: <8,10>; 
GNO: <8,9>; 
GNR: <8,2>; 
GNQ: <8,1>; 
GNT: <8,4>; 
GNS: <8,3>; 
GNV: <8,6>; 
GNU: <8,5>; 
GNX: <8,8>; 
GNW: <8,7>; 
GNY: <8,9>; 
GOA: <8,10>; 
GOC: <8,2>; 
GOB: <8,1>; 
GOE: <8,4>; 
GOD: <8,3>; 
GOG: <8,6>; 
GOF: <8,5>; 
GOI: <8,8>; 
GOH: <8,7>; 
GOK: <8,10>; 
GOJ: <8,9>; 
GOM: <8,2>; 
GOL: <8,1>; 
GOO: <8,4>; 
GON: <8,3>; 
GOQ: <8,6>; 
GOP: <8,5>; 
GOS: <8,8>; 
GOR: <8,7>; 
GOU: <8,10>; 
GOT: <8,9>; 
GOW: <8,2>; 
GOV: <8,1>; 
GOY: <8,4>; 
GOX: <8,3>; 
GPB: <8,6>; 
GPA: <8,5>; 
GPD: <8,8>; 
GPC: <8,7>; 
